No,Size,Intensity,Animal_number,Picture_number,Age
20.0,2.641318,184.309151,1405.0,7.0,15.0
21.0,2.682271,253.265589,1405.0,7.0,15.0
22.0,2.917092,358.753974,1405.0,7.0,15.0
23.0,2.781404,382.453475,1405.0,7.0,15.0
24.0,2.90815,238.27829,1405.0,7.0,15.0
25.0,2.473536,281.670849,1405.0,7.0,15.0
26.0,3.037473,239.982108,1405.0,7.0,15.0
27.0,2.650099,173.063232,1405.0,7.0,15.0
28.0,2.831764,320.588944,1405.0,7.0,15.0
29.0,2.556509,307.612076,1405.0,7.0,15.0
30.0,3.010495,206.373376,1405.0,7.0,15.0
31.0,2.875699,240.239529,1405.0,7.0,15.0
32.0,2.750487,228.710538,1405.0,7.0,15.0
33.0,2.906327,273.480335,1405.0,7.0,15.0
34.0,3.13167,318.859718,1405.0,7.0,15.0
35.0,3.147101,231.746431,1405.0,7.0,15.0
1.0,2.289593,313.939661,1056.0,2.0,20.0
2.0,2.244625,229.838339,1056.0,2.0,20.0
3.0,2.859176,360.687657,1056.0,2.0,20.0
4.0,2.895326,256.995823,1056.0,2.0,20.0
5.0,2.410454,309.477601,1056.0,2.0,20.0
6.0,2.368057,265.971237,1056.0,2.0,20.0
7.0,2.680195,289.578538,1056.0,2.0,20.0
8.0,2.521818,320.656689,1056.0,2.0,20.0
9.0,2.231971,285.440147,1056.0,2.0,20.0
10.0,2.277517,282.014983,1056.0,2.0,20.0
11.0,2.682237,302.913772,1056.0,2.0,20.0
12.0,2.222015,254.665533,1056.0,2.0,20.0
13.0,2.865191,389.205336,1056.0,2.0,20.0
14.0,2.243228,268.151222,1056.0,2.0,20.0
15.0,2.26743,279.141862,1056.0,2.0,20.0
16.0,2.365944,158.956036,1056.0,2.0,20.0
17.0,2.311006,299.878569,1056.0,2.0,20.0
18.0,2.806016,201.609229,1056.0,2.0,20.0
19.0,2.847555,317.256385,1056.0,2.0,20.0
20.0,2.387763,394.318786,1056.0,2.0,20.0
21.0,2.891892,227.221119,1056.0,2.0,20.0
22.0,2.514438,409.69853,1056.0,2.0,20.0
23.0,2.840585,289.066771,1056.0,2.0,20.0
24.0,2.288837,251.555041,1056.0,2.0,20.0
25.0,2.648833,312.452643,1056.0,2.0,20.0
26.0,2.766879,324.692718,1056.0,2.0,20.0
27.0,2.249683,398.765098,1056.0,2.0,20.0
28.0,2.258329,328.044437,1056.0,2.0,20.0
29.0,2.436467,242.012673,1056.0,2.0,20.0
30.0,2.899504,287.544684,1056.0,2.0,20.0
31.0,2.280175,189.700333,1056.0,2.0,20.0
32.0,2.266323,312.817875,1056.0,2.0,20.0
33.0,2.32596,353.496028,1056.0,2.0,20.0
34.0,2.847913,354.75086,1056.0,2.0,20.0
35.0,2.488695,219.561466,1056.0,2.0,20.0
36.0,2.805433,261.87036,1056.0,2.0,20.0
37.0,2.426257,279.590276,1056.0,2.0,20.0
38.0,2.537651,232.610814,1056.0,2.0,20.0
39.0,2.31188,297.723915,1056.0,2.0,20.0
40.0,2.402632,254.287003,1056.0,2.0,20.0
41.0,2.781948,403.211196,1056.0,2.0,20.0
42.0,2.558141,205.415928,1056.0,2.0,20.0
43.0,2.825356,296.581218,1056.0,2.0,20.0
44.0,2.541924,265.556023,1056.0,2.0,20.0
45.0,2.835053,231.070881,1056.0,2.0,20.0
46.0,2.878888,366.114259,1056.0,2.0,20.0
1.0,3.001356,282.636416,1405.0,8.0,15.0
2.0,2.961959,269.590097,1405.0,8.0,15.0
3.0,2.895668,221.38313,1405.0,8.0,15.0
4.0,3.036941,313.848139,1405.0,8.0,15.0
5.0,2.459797,275.728325,1405.0,8.0,15.0
6.0,2.483365,333.703933,1405.0,8.0,15.0
7.0,2.695266,328.611264,1405.0,8.0,15.0
8.0,2.888794,253.097214,1405.0,8.0,15.0
9.0,2.510126,250.35084,1405.0,8.0,15.0
10.0,3.065186,318.709438,1405.0,8.0,15.0
11.0,2.772918,330.374134,1405.0,8.0,15.0
12.0,2.822671,330.614853,1405.0,8.0,15.0
13.0,2.869991,270.325729,1405.0,8.0,15.0
14.0,3.001517,325.959093,1405.0,8.0,15.0
15.0,2.662717,278.913754,1405.0,8.0,15.0
16.0,2.567947,218.495094,1405.0,8.0,15.0
17.0,2.642222,261.709755,1405.0,8.0,15.0
18.0,2.748985,325.616106,1405.0,8.0,15.0
19.0,2.966128,252.917,1405.0,8.0,15.0
20.0,2.653461,241.179204,1405.0,8.0,15.0
21.0,3.01501,370.719628,1405.0,8.0,15.0
22.0,2.807477,250.388141,1405.0,8.0,15.0
23.0,2.956725,184.510676,1405.0,8.0,15.0
24.0,2.769104,187.141854,1405.0,8.0,15.0
25.0,2.620861,218.253417,1405.0,8.0,15.0
26.0,2.848429,254.393384,1405.0,8.0,15.0
27.0,2.867511,276.431135,1405.0,8.0,15.0
28.0,2.650267,242.310298,1405.0,8.0,15.0
29.0,2.748905,385.150609,1405.0,8.0,15.0
30.0,2.57627,232.901562,1405.0,8.0,15.0
31.0,2.598148,303.781193,1405.0,8.0,15.0
32.0,2.564557,222.9685,1405.0,8.0,15.0
33.0,2.613078,265.985432,1405.0,8.0,15.0
34.0,2.707593,272.219622,1405.0,8.0,15.0
35.0,2.861146,261.325521,1405.0,8.0,15.0
36.0,2.838461,322.041856,1405.0,8.0,15.0
37.0,2.896073,285.05661,1405.0,8.0,15.0
38.0,3.052892,439.512019,1405.0,8.0,15.0
39.0,2.551783,160.129363,1405.0,8.0,15.0
40.0,2.584886,266.125617,1405.0,8.0,15.0
41.0,2.729825,298.190934,1405.0,8.0,15.0
42.0,2.623453,249.548197,1405.0,8.0,15.0
43.0,2.953391,120.499647,1405.0,8.0,15.0
44.0,3.142387,210.319725,1405.0,8.0,15.0
45.0,2.832759,284.272519,1405.0,8.0,15.0
46.0,2.971601,295.515373,1405.0,8.0,15.0
1.0,2.974456,235.552414,1405.0,9.0,15.0
2.0,2.79764,387.896337,1405.0,9.0,15.0
3.0,2.820545,298.292265,1405.0,9.0,15.0
4.0,2.554524,285.110567,1405.0,9.0,15.0
5.0,2.70728,226.08369,1405.0,9.0,15.0
6.0,3.106745,144.164364,1405.0,9.0,15.0
7.0,2.578539,374.509099,1405.0,9.0,15.0
8.0,2.963802,281.71989,1405.0,9.0,15.0
9.0,2.993229,193.739094,1405.0,9.0,15.0
10.0,2.792244,231.661612,1405.0,9.0,15.0
11.0,2.998351,219.390417,1405.0,9.0,15.0
12.0,2.933241,237.461239,1405.0,9.0,15.0
13.0,2.843528,311.471222,1405.0,9.0,15.0
14.0,2.84838,459.368878,1405.0,9.0,15.0
15.0,2.883172,316.237911,1405.0,9.0,15.0
16.0,2.900088,225.020304,1405.0,9.0,15.0
17.0,3.093011,258.454689,1405.0,9.0,15.0
18.0,3.033227,216.6617,1405.0,9.0,15.0
19.0,2.929722,178.175272,1405.0,9.0,15.0
20.0,2.736924,234.592725,1405.0,9.0,15.0
21.0,2.571353,304.889485,1405.0,9.0,15.0
22.0,2.93176,271.78387,1405.0,9.0,15.0
23.0,2.73916,324.449293,1405.0,9.0,15.0
24.0,2.94033,258.421343,1405.0,9.0,15.0
25.0,2.532792,221.260069,1405.0,9.0,15.0
26.0,2.601389,250.3101,1405.0,9.0,15.0
27.0,3.125919,121.484644,1405.0,9.0,15.0
28.0,2.972784,249.284692,1405.0,9.0,15.0
29.0,2.83871,369.399569,1405.0,9.0,15.0
30.0,2.641044,149.674873,1405.0,9.0,15.0
31.0,2.589258,188.994636,1405.0,9.0,15.0
32.0,2.779926,389.991582,1405.0,9.0,15.0
33.0,2.486553,214.357871,1405.0,9.0,15.0
34.0,2.459553,222.715668,1405.0,9.0,15.0
1.0,2.401328,270.455569,1056.0,3.0,20.0
2.0,2.55411,229.236748,1056.0,3.0,20.0
3.0,2.234863,323.29014,1056.0,3.0,20.0
4.0,2.796988,351.25178,1056.0,3.0,20.0
5.0,2.556331,171.884873,1056.0,3.0,20.0
6.0,2.445933,333.34364,1056.0,3.0,20.0
7.0,2.299473,310.861151,1056.0,3.0,20.0
8.0,2.206558,374.335565,1056.0,3.0,20.0
9.0,2.758562,328.557829,1056.0,3.0,20.0
10.0,2.475204,272.825508,1056.0,3.0,20.0
11.0,2.8945,227.800996,1056.0,3.0,20.0
12.0,2.273127,291.055859,1056.0,3.0,20.0
13.0,2.36193,366.080228,1056.0,3.0,20.0
14.0,2.335621,366.14993,1056.0,3.0,20.0
15.0,2.444475,259.628939,1056.0,3.0,20.0
16.0,2.579144,312.985891,1056.0,3.0,20.0
17.0,2.445689,310.351589,1056.0,3.0,20.0
18.0,2.690008,231.495103,1056.0,3.0,20.0
19.0,2.411975,293.385605,1056.0,3.0,20.0
20.0,2.745996,218.098142,1056.0,3.0,20.0
21.0,2.743431,298.076264,1056.0,3.0,20.0
22.0,2.825411,342.070847,1056.0,3.0,20.0
23.0,2.618167,237.011856,1056.0,3.0,20.0
24.0,2.450657,343.270997,1056.0,3.0,20.0
25.0,2.248542,295.917825,1056.0,3.0,20.0
26.0,2.215439,228.825169,1056.0,3.0,20.0
27.0,2.513077,316.563441,1056.0,3.0,20.0
28.0,2.409674,381.930763,1056.0,3.0,20.0
29.0,2.442165,261.952151,1056.0,3.0,20.0
30.0,2.816549,394.329158,1056.0,3.0,20.0
31.0,2.48205,283.654449,1056.0,3.0,20.0
32.0,2.336374,330.30083,1056.0,3.0,20.0
33.0,2.369977,267.728246,1056.0,3.0,20.0
34.0,2.796787,244.635664,1056.0,3.0,20.0
35.0,2.559856,338.001823,1056.0,3.0,20.0
36.0,2.733088,305.838274,1056.0,3.0,20.0
37.0,2.846737,305.529358,1056.0,3.0,20.0
38.0,2.626601,283.535767,1056.0,3.0,20.0
39.0,2.637715,280.655012,1056.0,3.0,20.0
40.0,2.443349,312.212117,1056.0,3.0,20.0
41.0,2.783183,365.941493,1056.0,3.0,20.0
